bd49257b9ab9c0a524b2b2702445c07d8df77a5dc656754e2834c90d30bfeed8,0000000001a7e075c376dffcb10111584b21a7dfcb07032a7619348466e3f5e8,27779189,0,0,31,1,,0,0,0,0,0,0,0,,e061,0,8477d1b0f5b60e3c,1613724153000,1613724096349,5000000,,,
423b650aa4fe59f3fb1f73702933a518aec88db88978546bcf79c0f1d9202580,0000000001a7e075c376dffcb10111584b21a7dfcb07032a7619348466e3f5e8,27779189,0,0,31,1,,0,0,0,0,0,0,0,,e060,0,c734d66ccd6726eb,1613724150000,1613724094527,10000000,,,
c8363aea7fc102f7b545c691f2ecd46757c6fff9b88268639d09610ba668e801,0000000001a7e075c376dffcb10111584b21a7dfcb07032a7619348466e3f5e8,27779189,0,0,1,1,,0,0,0,0,0,0,0,,e073,0,688cc3388cf0fb72,1613724153000,1613724095454,0,,,
dccb97eda8ae5b5d8800231e703a35c7799030276b7c9057e48933481c1ae175,0000000001a7e075c376dffcb10111584b21a7dfcb07032a7619348466e3f5e8,27779189,0,0,31,1,,0,0,0,0,0,0,0,,e060,0,c734d66ccd6726eb,1613796090000,1613724094034,100000000,,,
31a0e54999a23ab3f991bcf49a7479c78b0fd52cb9e0883a8579901e03d5140f,0000000001a7e075c376dffcb10111584b21a7dfcb07032a7619348466e3f5e8,27779189,0,0,31,1,,0,0,0,0,0,0,0,,e073,0,688cc3388cf0fb72,1613724153000,1613724096263,10000000,,,
ac4b45bacb94cf54a0e420f644ba42f97f7e64ba47db0d6f1baf1e3a24855265,0000000001a7e075c376dffcb10111584b21a7dfcb07032a7619348466e3f5e8,27779189,0,0,31,2,,0,0,0,0,0,0,0,,e061,0,8477d1b0f5b60e3c,1613724153000,1613724096402,5000000,,,
edd557109c03e35ab72ac34696595eee71a2234214dfee01906d7c7cd6a306ff,0000000001a7e075c376dffcb10111584b21a7dfcb07032a7619348466e3f5e8,27779189,0,0,1,1,,0,0,0,0,0,0,0,,e061,0,8477d1b0f5b60e3c,1613724155861,1613724095861,0,,,
3aa96e924d4a04c36efb70cb63577fd6beb6457e63e9b763a4a98a06faf48b16,0000000001a7e075c376dffcb10111584b21a7dfcb07032a7619348466e3f5e8,27779189,0,0,31,1,,0,0,0,0,0,0,0,,e061,0,8477d1b0f5b60e3c,1613724153000,1613724095686,5000000,,,
6502e0d3050da0eee9f710d43dc02137670bf889dfb8870dab4f5987cc3f6a0a,0000000001a7e075c376dffcb10111584b21a7dfcb07032a7619348466e3f5e8,27779189,0,0,2,1,,0,0,0,0,0,0,0,,e061,0,8477d1b0f5b60e3c,1613724153000,1613724096200,0,,,
0af3f08bcfb7f1f2f101fc91613cad243afb789bcac400a309a2a2cf411d2b1a,0000000001a7e075c376dffcb10111584b21a7dfcb07032a7619348466e3f5e8,27779189,0,0,2,1,,0,0,0,0,0,0,0,,e061,0,8477d1b0f5b60e3c,1613724153000,1613724096102,0,,,
